"unique_id","scientific","maxn","family","genus","species","campaignid","sample","latitude","longitude","date","time","location","status","site","depth","observer.count","successful.count","successful.length","method"
"2021-05_PtCloates_BRUVS_17","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BRUVS","17",-22.7757,113.5195,20210518,"12:28:00","Point Cloates","Fished","outNP.5",104,"Charlotte Aston","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_2","Lethrinidae Lethrinus miniatus",7,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BRUVS","2",-22.7108,113.5386,20210518,"14:46:00","Point Cloates","No-take","inNP.2",104,"Charlotte Aston","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_21","Lethrinidae Lethrinus miniatus",7,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BRUVS","21",-22.7563,113.5189,20210518,"12:36:00","Point Cloates","Fished","outNP.9",112,"Gabby Cummins","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_22","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BRUVS","22",-22.7812,113.4964,20210518,"12:19:00","Point Cloates","Fished","outNP.10",138,"Charlotte Aston","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_25","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BRUVS","25",-22.7937,113.4939,20210518,"12:11:00","Point Cloates","Fished","outNP.13",135,"Charlotte Aston","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_3","Lethrinidae Lethrinus miniatus",6,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BRUVS","3",-22.7087,113.5263,20210518,"14:51:00","Point Cloates","No-take","inNP.3",129,"Charlotte Aston","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_4","Lethrinidae Lethrinus miniatus",4,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BRUVS","4",-22.6937,113.5413,20210518,"15:00:00","Point Cloates","No-take","inNP.4",110,"Charlotte Aston","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_6","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BRUVS","6",-22.721,113.5465,20210518,"14:41:00","Point Cloates","No-take","inNP.6",88.5,"Charlotte Aston","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_7","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BRUVS","7",-22.7287,113.5365,20210518,"12:57:00","Point Cloates","No-take","inNP.7",100,"Charlotte Aston","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_8","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BRUVS","8",-22.6884,113.5563,20210518,"15:12:00","Point Cloates","No-take","inNP.8",89.3,"Charlotte Aston","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_11","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","11",-22.7274,113.5498,20220522,"08:18:17",NA,NA,NA,81,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_15","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","15",-22.6977,113.5561,20220522,"12:55:29",NA,NA,NA,83.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_17","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","17",-22.7011,113.5532,20220522,"12:45:32",NA,NA,NA,86.5,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_18","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","18",-22.7101,113.5492,20220522,"10:29:53",NA,NA,NA,91.5,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_19","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","19",-22.6847,113.5669,20220526,"08:33:41",NA,NA,NA,76.4,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_2","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","2",-22.6957,113.5628,20220522,"14:16:25",NA,NA,NA,77.3,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_21","Lethrinidae Lethrinus miniatus",4,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","21",-22.6893,113.5652,20220522,"14:43:14",NA,NA,NA,77.3,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_22","Lethrinidae Lethrinus miniatus",13,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","22",-22.7072,113.5554,20220522,"10:42:04",NA,NA,NA,81.3,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_23","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","23",-22.734,113.542,20220520,"14:15:28",NA,NA,NA,91.4,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_25","Lethrinidae Lethrinus miniatus",5,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","25",-22.7053,113.5466,20220522,"12:34:21",NA,NA,NA,99.5,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_27","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","27",-22.7254,113.5459,20220522,"08:31:16",NA,NA,NA,90.4,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_28","Lethrinidae Lethrinus miniatus",5,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","28",-22.6987,113.5625,20220522,"13:05:17",NA,NA,NA,76.3,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_29","Lethrinidae Lethrinus miniatus",4,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","29",-22.691,113.5564,20220522,"14:54:59",NA,NA,NA,87.9,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_30","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","30",-22.7058,113.5588,20220522,"10:47:54",NA,NA,NA,78.5,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_31","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","31",-22.7542,113.5424,20220520,"10:27:48",NA,NA,NA,82.3,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_34","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","34",-22.6928,113.5645,20220522,"14:38:27",NA,NA,NA,76.4,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_35","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","35",-22.6987,113.551,20220522,"12:46:10",NA,NA,NA,94.6,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_37","Lethrinidae Lethrinus miniatus",4,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","37",-22.7475,113.5445,20220520,"12:23:05",NA,NA,NA,81.3,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_39","Lethrinidae Lethrinus miniatus",7,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","39",-22.7105,113.5539,20220522,"10:35:24",NA,NA,NA,78.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_4","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","4",-22.7337,113.5555,20220520,"14:40:43",NA,NA,NA,73.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_43","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","43",-22.7328,113.5589,20220522,"08:03:30",NA,NA,NA,70.6,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_45","Lethrinidae Lethrinus miniatus",4,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","45",-22.7602,113.5432,20220520,"09:23:19",NA,NA,NA,81.8,"test video","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_46","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","46",-22.693,113.5605,20220522,"14:30:54",NA,NA,NA,79.5,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_47","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","47",-22.6999,113.5592,20220522,"12:59:50",NA,NA,NA,80.8,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_48","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","48",-22.696,113.5596,20220522,"14:21:46",NA,NA,NA,80.2,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_5","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","5",-22.7218,113.5506,20220522,"08:50:54",NA,NA,NA,81.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_50","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","50",-22.7173,113.5528,20220522,"10:14:30",NA,NA,NA,81.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_51","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","51",-22.69,113.5609,20220522,"14:49:13",NA,NA,NA,79.4,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_52","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","52",-22.7635,113.5348,20220520,"08:50:37",NA,NA,NA,91,"Molly Gerrans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_53","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","53",-22.6839,113.5636,20220526,"08:29:10",NA,NA,NA,78.2,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_54","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","54",-22.7654,113.5392,20220520,"08:32:36",NA,NA,NA,83.1,"Molly Gerrans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_55","Lethrinidae Lethrinus miniatus",5,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","55",-22.7564,113.529,20220520,"09:48:49",NA,NA,NA,89.1,"test video","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_56","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","56",-22.7534,113.5302,20220520,"10:09:08",NA,NA,NA,99.8,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_57","Lethrinidae Lethrinus miniatus",5,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","57",-22.6751,113.561,20220526,"08:11:51",NA,NA,NA,88.2,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_59","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","59",-22.7437,113.5452,20220520,"12:37:35",NA,NA,NA,83.5,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_60","Lethrinidae Lethrinus miniatus",3,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","60",-22.7516,113.5386,20220520,"12:05:02",NA,NA,NA,91,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_61","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","61",-22.6779,113.5654,20220526,"08:23:34",NA,NA,NA,79.8,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_62","Lethrinidae Lethrinus miniatus",10,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","62",-22.7375,113.542,20220520,"14:11:26",NA,NA,NA,90.1,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_63","Lethrinidae Lethrinus miniatus",4,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","63",-22.6744,113.5666,20220526,"08:17:59",NA,NA,NA,81.1,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_64","Lethrinidae Lethrinus miniatus",4,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","64",-22.7343,113.5508,20220520,"14:30:16",NA,NA,NA,79.2,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_7","Lethrinidae Lethrinus miniatus",2,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","7",-22.7574,113.5382,20220520,"09:36:32",NA,NA,NA,89.3,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_9","Lethrinidae Lethrinus miniatus",5,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_stereo-BRUVS","9",-22.6934,113.5571,20220522,"14:27:15",NA,NA,NA,84.9,"Henry Evans","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_8","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2021-05_PtCloates_BRUVS","8",-22.6884,113.5563,20210518,"15:12:00","Point Cloates","No-take","inNP.8",89.3,"Charlotte Aston","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_11","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","11",-22.7274,113.5498,20220522,"08:18:17",NA,NA,NA,81,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_18","Lethrinidae Lethrinus nebulosus",2,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","18",-22.7101,113.5492,20220522,"10:29:53",NA,NA,NA,91.5,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_20","Lethrinidae Lethrinus nebulosus",2,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","20",-22.7212,113.5561,20220522,"08:44:53",NA,NA,NA,76,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_22","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","22",-22.7072,113.5554,20220522,"10:42:04",NA,NA,NA,81.3,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_26","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","26",-22.7615,113.5484,20220520,"09:08:31",NA,NA,NA,77.2,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_4","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","4",-22.7337,113.5555,20220520,"14:40:43",NA,NA,NA,73.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_45","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","45",-22.7602,113.5432,20220520,"09:23:19",NA,NA,NA,81.8,"test video","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_47","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","47",-22.6999,113.5592,20220522,"12:59:50",NA,NA,NA,80.8,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_5","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","5",-22.7218,113.5506,20220522,"08:50:54",NA,NA,NA,81.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_50","Lethrinidae Lethrinus nebulosus",2,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","50",-22.7173,113.5528,20220522,"10:14:30",NA,NA,NA,81.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_54","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","54",-22.7654,113.5392,20220520,"08:32:36",NA,NA,NA,83.1,"Molly Gerrans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_55","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","55",-22.7564,113.529,20220520,"09:48:49",NA,NA,NA,89.1,"test video","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_56","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","56",-22.7534,113.5302,20220520,"10:09:08",NA,NA,NA,99.8,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_58","Lethrinidae Lethrinus nebulosus",1,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","58",-22.7056,113.5502,20220522,"12:28:44",NA,NA,NA,90.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_60","Lethrinidae Lethrinus nebulosus",2,"Lethrinidae","Lethrinus","nebulosus","2022-05_PtCloates_stereo-BRUVS","60",-22.7516,113.5386,20220520,"12:05:02",NA,NA,NA,91,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_59","Lethrinidae Lethrinus olivaceus",1,"Lethrinidae","Lethrinus","olivaceus","2022-05_PtCloates_stereo-BRUVS","59",-22.7437,113.5452,20220520,"12:37:35",NA,NA,NA,83.5,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_27","Lethrinidae Lethrinus ravus",1,"Lethrinidae","Lethrinus","ravus","2021-05_PtCloates_BRUVS","27",-22.7027,113.556,20210518,"15:06:00","Point Cloates","No-take",NA,77.8,"Gabby Cummins","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_22","Lethrinidae Lethrinus ravus",7,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","22",-22.7072,113.5554,20220522,"10:42:04",NA,NA,NA,81.3,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_25","Lethrinidae Lethrinus ravus",2,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","25",-22.7053,113.5466,20220522,"12:34:21",NA,NA,NA,99.5,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_29","Lethrinidae Lethrinus ravus",1,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","29",-22.691,113.5564,20220522,"14:54:59",NA,NA,NA,87.9,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_37","Lethrinidae Lethrinus ravus",4,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","37",-22.7475,113.5445,20220520,"12:23:05",NA,NA,NA,81.3,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_38","Lethrinidae Lethrinus ravus",1,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","38",-22.6868,113.5642,20220526,"08:38:39",NA,NA,NA,78.6,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_39","Lethrinidae Lethrinus ravus",2,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","39",-22.7105,113.5539,20220522,"10:35:24",NA,NA,NA,78.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_46","Lethrinidae Lethrinus ravus",2,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","46",-22.693,113.5605,20220522,"14:30:54",NA,NA,NA,79.5,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_47","Lethrinidae Lethrinus ravus",3,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","47",-22.6999,113.5592,20220522,"12:59:50",NA,NA,NA,80.8,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_48","Lethrinidae Lethrinus ravus",3,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","48",-22.696,113.5596,20220522,"14:21:46",NA,NA,NA,80.2,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_50","Lethrinidae Lethrinus ravus",2,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","50",-22.7173,113.5528,20220522,"10:14:30",NA,NA,NA,81.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_52","Lethrinidae Lethrinus ravus",1,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","52",-22.7635,113.5348,20220520,"08:50:37",NA,NA,NA,91,"Molly Gerrans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_53","Lethrinidae Lethrinus ravus",6,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","53",-22.6839,113.5636,20220526,"08:29:10",NA,NA,NA,78.2,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_57","Lethrinidae Lethrinus ravus",2,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","57",-22.6751,113.561,20220526,"08:11:51",NA,NA,NA,88.2,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_60","Lethrinidae Lethrinus ravus",1,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","60",-22.7516,113.5386,20220520,"12:05:02",NA,NA,NA,91,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_61","Lethrinidae Lethrinus ravus",3,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","61",-22.6779,113.5654,20220526,"08:23:34",NA,NA,NA,79.8,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_63","Lethrinidae Lethrinus ravus",5,"Lethrinidae","Lethrinus","ravus","2022-05_PtCloates_stereo-BRUVS","63",-22.6744,113.5666,20220526,"08:17:59",NA,NA,NA,81.1,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_27","Lethrinidae Lethrinus rubrioperculatus",2,"Lethrinidae","Lethrinus","rubrioperculatus","2021-05_PtCloates_BRUVS","27",-22.7027,113.556,20210518,"15:06:00","Point Cloates","No-take",NA,77.8,"Gabby Cummins","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_6","Lethrinidae Lethrinus rubrioperculatus",2,"Lethrinidae","Lethrinus","rubrioperculatus","2021-05_PtCloates_BRUVS","6",-22.721,113.5465,20210518,"14:41:00","Point Cloates","No-take","inNP.6",88.5,"Charlotte Aston","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_7","Lethrinidae Lethrinus rubrioperculatus",1,"Lethrinidae","Lethrinus","rubrioperculatus","2021-05_PtCloates_BRUVS","7",-22.7287,113.5365,20210518,"12:57:00","Point Cloates","No-take","inNP.7",100,"Charlotte Aston","Yes","Yes","BRUV"
"2021-05_PtCloates_BRUVS_8","Lethrinidae Lethrinus rubrioperculatus",1,"Lethrinidae","Lethrinus","rubrioperculatus","2021-05_PtCloates_BRUVS","8",-22.6884,113.5563,20210518,"15:12:00","Point Cloates","No-take","inNP.8",89.3,"Charlotte Aston","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_1","Lethrinidae Lethrinus rubrioperculatus",1,"Lethrinidae","Lethrinus","rubrioperculatus","2022-05_PtCloates_stereo-BRUVS","1",-22.7221,113.5447,20220522,"10:03:24",NA,NA,NA,93.9,"Kaitlin McCloghry","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_11","Lethrinidae Lethrinus rubrioperculatus",3,"Lethrinidae","Lethrinus","rubrioperculatus","2022-05_PtCloates_stereo-BRUVS","11",-22.7274,113.5498,20220522,"08:18:17",NA,NA,NA,81,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_12","Lethrinidae Lethrinus rubrioperculatus",3,"Lethrinidae","Lethrinus","rubrioperculatus","2022-05_PtCloates_stereo-BRUVS","12",-22.7505,113.5476,20220520,"12:11:27",NA,NA,NA,80.5,"Henry Evans","Yes","Yes","BRUV"
"2022-05_PtCloates_stereo-BRUVS_13","Lethrinidae Lethrinus rubrioperculatus",1,"Lethrinidae","Lethrinus","rubrioperculatus","2022-05_PtCloates_stereo-BRUVS","13",-22.6872,113.5606,20220526,"08:42:37",NA,NA,NA,82.1,"Kaitlin McCloghry","Yes","Yes","BRUV"
